id,best_version,times_written,variation_count,rating,sounds_like,maturity_rating,length_tag,subject_tags,style_tags,set_usage,all_variations
J0037,Ex used to roast me about it. called me Hair starting to fall out boy.,17,1,84,Mitch Hedberg,PG-ish,short,dating/sex | technology,personal,Comedy Caravan 10/19/22 | East room open mic | Good People Lounge 30 minutes | Lucky Duck 9/22/22 | Nashville All Stars 8 min (CLEAN) | Shelbyville 15 minutes | Stoned Cold Sober set | The Lab 10/2/24,Ex used to roast me about it. called me Hair starting to fall out boy.
J0038,Hand me down nut sock We didn't have much as a kid. I had to use a Hand-me-down nut-sock#Jokes.,9,2,84,John Mulaney,PG-ish,short,family,personal,5 spot Halloween 10/16/22 | Cafe coco 9/30/22 | Green Light 10/2/22 | Jokers Abbey 10/1/22 | Lucky Duck 9/22/22 | Mouthhole | PB Backyard 10/4/22 | Third coast 10/3/22,Hand me down nut sock We didn't have much as a kid. I had to use a Hand-me-down nut-sock#Jokes. | Hand me down nut sock.
J0039,You look like you don't make noise when you laugh? What does your laugh sound like?,5,3,84,Mitch Hedberg,PG-ish,short,misc/observational,observational,5 spot Halloween 10/16/22 | Imported laughs sep 17 2022 BG KY | Lakeside 9/20/2022 | Lucky Duck 9/22/22 | Mouthhole,You look like you don't make noise when you laugh? What does your laugh sound like? | You look like you don't make noise when you laugh. | Don't make noise when you laugh.
J0040,"Never met a nice girl with a beetlejuice tattoo, have you?",4,4,84,Mitch Hedberg,PG-ish,short,religion/spiritual,observational,Dirty Mic/Lab Rat Sep 4 2024 | Stoned Cold Sober set,"Never met a nice girl with a beetlejuice tattoo, have you? | Never seen a nice church girl with a Beetlejuice tattoo, be honest. | Church girl with a Beatlejuice tattoo. | Stripper Beetlejuice tattoo."
J0041,Grown up emo kid huh.,29,2,83,John Mulaney,PG-ish,short,family,observational,Cup of Kava (10 min) | Cup of Kava set | Dive Motel Birthday Show headlining set. | Dive motel 10 min set | Good People Lounge 30 minutes | Good People set (15 min) | Killjoy Show | Nashville All Stars 8 min (CLEAN) | Plane Jane set (10 min) | Shelbyville 15 minutes | Standup Showcase 8 min | Stoned Cold Sober set | Superhero set (5 min) | The Lab 10/2/24,Grown up emo kid huh. | Grown up emo kid.
J0042,Strip Club grocery store - Ho foods\turning tricks turnip truck\All D's.,5,4,83,Mitch Hedberg,PG-ish,short,misc/observational,observational,5 spot Halloween 10/16/22 | Mouthhole,Strip Club grocery store - Ho foods\turning tricks turnip truck\All D's. | Turning tricks to a turnip truck/ hole foods/ aldis. | Turning tricks outside a turnip truck. | Turning Tricks Turnip Truck.
J0043,Breathe in breathe out. Feel that? One of us just farted. Breathe in....,2,2,83,Mitch Hedberg,PG-ish,short,misc/observational,observational,Next set,Breathe in breathe out. Feel that? One of us just farted. Breathe in.... | Breathe in breathe out we all just farted.
J0044,"If you think I'm funny enough to follow @krisraves on YouTube, Instagram, til Tok, and krisravesfeet on onlyfans. Share me with your friends!",2,1,83,Mitch Hedberg,PG-ish,short,technology,personal,,"If you think I'm funny enough to follow @krisraves on YouTube, Instagram, til Tok, and krisravesfeet on onlyfans. Share me with your friends!"
J0045,"My girl is a hoooooo, but I love her tho.",2,2,83,Mitch Hedberg,PG-ish,short,dating/sex,personal,Bowery Vault 8/16/23,"My girl is a hoooooo, but I love her tho. | My girl is a hoooooop."
J0046,We aren't supposed to slut shame so why y'all shame me for loving sluts?,2,2,83,Mitch Hedberg,PG-ish,short,misc/observational,personal,,"We aren't supposed to slut shame so why y'all shame me for loving sluts? | Spooky bitches tag We don't slut shame, but y'all shame me for loving sluts."
J0047,"Army wife bumper sticker to put underneath it. ""Come over, he's deployed!""",10,6,82,Nikki Glaser,PG-ish,short,dating/sex | family,relationship | personal,Dive Motel Birthday Show headlining set. | Smokes n Jokes 5 min | Cup of Kava set | Third Coast,"Army wife bumper sticker to put underneath it. ""Come over, he's deployed!"" | Army wife bumper sticker Made one that says ""come over! He's deployed!"" It's reusable you can take it off and put it back on whenever you want. | Army Wife ""He's deployed come over"" | Come over he's deployed. | Army wife bumper stickers. | Army wife."
J0048,"Superman jokes go over your head It's a bird, it's a plane, it's a dated reference.",4,3,82,Mitch Hedberg,PG-ish,short,pop culture,observational,Garage sale vintage/ Third Coast,"Superman jokes go over your head It's a bird, it's a plane, it's a dated reference. | It's a bird it's a plane it's a dated reference! | Bird plane dated reference."
J0049,I was a backstreet boy but got kicked out for creative Differences.,3,2,82,Mitch Hedberg,PG-ish,short,pop culture,personal,Lakeside 9/20/2022 | Lucky Duck 9/22/22,I was a backstreet boy but got kicked out for creative Differences. | Creative differences.
J0050,Culture Canna Look like the bad guy in an anime Backstreet blow Grown up emo kid ThcA delta 8 sex honey Blow through a straw. Sniffed more keys than Hellen Keller learning to play piano.,5,3,81,Nikki Glaser,R / club material,medium,dating/sex | family | religion/spiritual | pop culture | misc/observational,relationship | observational,Dive motel 10 min set | Third coast 11/18,Culture Canna Look like the bad guy in an anime Backstreet blow Grown up emo kid ThcA delta 8 sex honey Blow through a straw. Sniffed more keys than Hellen Keller learning to play piano. | Hellen Keller Sniffing Piano Keys. | Culture Canna.
J0051,Birthday today. 39 even though I look like an undercover cafeteria cop.,4,2,81,Mitch Hedberg,PG-ish,short,misc/observational,personal,Dive Motel Birthday Show headlining set.,Birthday today. 39 even though I look like an undercover cafeteria cop. | Cafeteria cop.
J0052,I'm gonna go Try to convince a chilis waitress to take me home with her.,4,3,81,Mitch Hedberg,PG-ish,short,technology,personal,Standup Showcase 8 min,I'm gonna go Try to convince a chilis waitress to take me home with her. | I gotta go convince a chilis waitress to go home with me. | Chili's waitress.
J0053,Michael jackson saw mommy kissing Santa Claus I saw Michael Jackson kissing an elf.,4,4,81,Maria Bamford,PG-ish,short,family,personal,Dirty Mic/Lab Rat Sep 4 2024,Michael jackson saw mommy kissing Santa Claus I saw Michael Jackson kissing an elf. | White Michael Jackson Black Michael Jackson... Grey Michael Jackson Walks the line between. | Michael Jackson good? | Michael Jackson?
J0054,She's got one of those copper IUDs. Had to replace it three times cuz meth heads kept stealing em to sell for scrap.,4,4,81,Steven Wright,PG-ish,short,misc/observational,observational,Stoned Cold Sober set | The lab Sep 25,She's got one of those copper IUDs. Had to replace it three times cuz meth heads kept stealing em to sell for scrap. | Ex had to replace her copper IUD three times because meth heads kept stealing em. | Copper IUD replaced 3 times meth head kept stealing. | Girlfriend copper IUD replaced 3 times.
J0055,Should be more female country rappers. As much as they both like singing about killing men. Goodbye earl sweatshirt Hey! Man! All Rhymes Matter!,4,4,81,Anthony Jeselnik,R / club material,short,true crime/dark | technology,dark,,Should be more female country rappers. As much as they both like singing about killing men. Goodbye earl sweatshirt Hey! Man! All Rhymes Matter! | Only people who sing about killing men more than rappers are lady country singers Goodbye earl sweatshirt. | Only people who sing about killing men more than rappers are female country singers. | Sing about killing men more than rappers are women in country.
J0056,#comedyset.,22,4,80,Anthony Jeselnik,R / club material,short,dating/sex | family | drugs/sobriety | true crime/dark | pop culture | technology | misc/observational | religion/spiritual,dark | relationship | personal | observational | absurd,"5 spot Halloween 10/16/22 | Bathroom set (4 min) | Bowery Vault 8/16/23 | Cafe coco 9/30/22 | Cup of Kava (10 min) | Good People set (15 min) | Green Light 10/2/22 | Greenlight (project, sing) | Imported laughs sep 17 2022 BG KY | Jokers Abbey 10/1/22 | Lakeside 9/20/2022 | Lucky Duck 9/22/22 | Mouthhole | PB Backyard 10/4/22 | Plane Jane set (10 min) | Superhero set (5 min) | Third coast 10/3/22","#comedyset. | Dive Motel 5/18/2023 #lovetheaudience #bigenergy #comedyset Thank you please Slave one Mommy, What's a slave? Your uncle Riko... cuz he sold weed in the 90s. Congalese children mining cobalt for iphones wouldn't fit on the legobox Creepy Alladin Jasmine liked her diamonds in the rough! Strip club grocery store Spermologist/Jizzicist/Jizzycian's assistant two year degree from community college. Eat lots of fruit and hydrate hydrate hydrate! Blue pee World Hungary Escobar 13:8 Blow through a straw Ex wife pokemon please stay Screamachu I'ma get her back tho... No, I know, she's never coming back... she's dead. Lady proctologist less teeth on this side. Chuckled until I Noticed she was missing a pinky. No this happened after I switched. Bowling accident. Talking with her fingers inside me Am I pooping? Grown up emo kid Jimmy eat world too close to bed Panic at the Costco I write checks not tragedies Song Hair starting to fall out boy Sugar it hurts when I'm leaning Aching back Sunday? My chemical refinance because interest rates are at an all time low! That's two in one. One more? All time low testosterone. Give it up for emo survivors. Bringing Pluto black Astrojizzicist All intensive oligarchy. | Blue Room set #comedyset #set When did the tiger king start doing standup? Drinking tonight? Smoking? Delta 8 THC THAoC THCeh Book of Escobar chapter 8 verse 13. As above, so do blow. Why's this prick wearing a shirt with his face on it? I'm just trying to love myself. We want to be loved for who we are not what we do, but the only person you can make love you unconditionally is you... that's what I tell people. I'm reality, I had it made for my girlfriend but she didn't want it. Happy Anniversary to ME! Just me...I'm in a relationship with myself right now. And yeh, I know, I could do better. But I'm happy. Women are such a mystery. Until I was 9 years old I thought girls peed blue Clitortioise. Teenage mutant ninja cliturtles. Labionardo, Dongatello, Micuntangelo, and Raph-anal. (Raphallus) (Raphallopian tubes) Love me If I was a turtle? My last girlfriend got turned into an Xbox by a witch and I swore i'd love her til I die. Spooky bitch Real Edgar Allen Hoe Nightmare before the Christmas that her Dad got locked up. She left... I'm gonna get her back.... Nah I'm not getting her back... She's dead. She had a peanut allergy and liked her men to spit in her mouth, but she cheated on me with a guy who liked SNICKERS! My ex was a Pokemon. She was a screamachu. One day I came home to her holding a broken pokeball asking me how she got bulbasaurs on her Squirtle. Wasn't me. It was TEAM ROCKET. She left me the year Pokemon Go came out. Everyone else is playing Pokemon Go. I was playing Pokemon Please Stay. Where you try to catch a Pokemon and take it to couples counseling. She broke my balls and ran away. That was six years ago and I've had sex twice since then so I'm over it. My name is Kristopher Reeves. Yes! I AM the quadraplegic actor who played Superman in the 80s. The stem cells worked! I have a crippling Superman complex. I want to save everyone. Especially toxic women. At Mexican Restaurants I order street tacos with extra street. In a to-go box. I'll save them for later. Nice cold glass of housewife-chata. That's a horchata but I put a ring in it. Horchata into a housewife chata Reverse X-ray vision Picture day Died during conception Supergirl cousin Spiderman shooting webs I worked at a strip club for a few years. But you probably guessed that already. That's where I met my ex. I was a dancer, she was the bouncer. Basically the plot of Magic Mike. Mental illness ran rampant in the club. We had dancers named passion, obsession, clinical depression. Had a dancer named Lex, short for Lexapro. Because Lex was a Pro.... prostitute she was a prostitute. Most of the girls like her but she made me wanna kill myself. A lot of witchy strippers. Kinda girl that gets fired from hot topic for scaring the customers. Don't get me wrong, I think the best women were drowned in a lake or burned at the stake. I'm on a witch hunt right now. Searching for an Edgar Allen Hoe to quothe my raven. Some Bratty Fatherless daughter. Her favorite movie is the Nightmare before the Christmas that her Dad got locked up. The club shut down tho. Bought out by a grocery store. I don't know which one. Maybe a whole foods if they spell it different. Or a trader hoes. If it was a male strip club it would have been an Aldi's. It's weird that I'm into dark hearted goth girls. I look like I got kicked out of the backstreet boys over creative differences. Because I wanted it thissss wayyyy.... They wanted it that... It worked out, I was wrong on that one. I can admit it. Do you like my gauges? Spermologist Jizzicist Jizzicians assistant Asked me about my tattoo 810 base 10 boobs. I suck at math. Seattle sober Nirvana, Soundgardern, stone temple pilots, and me! Grown up emo kid 9/11 Never forget my name Panic at the Costco Hair starting to fall out boy Sing: Sugar it hurts when I'm leaning. Aching back Sunday. Pretty soon I'll be eligible for My chemical reverse mortgage interest rates all time low. Peter Pan Syndrome Pan demon Greek mythology Pan demon? Demon that doesn't care about your gender, as long as you have a good soul. Creepy Aladdin. Slave one All intensive purposes, suppos-ivly. | Worst Joke Ever #comedyset Im an Elder Emo. Any emo survivors in the audience? I'm nearly 40 believe it or not. I was listening to new found glory when the twin towers fell. 9/11 Never Foooorget. My Naaaaaaaammmmeeee Going through my chemical midlife crisis. Bleaching my hair like Gerard Way, way too late in life. Used to panic at the disco now I panic at the costco Song Hair starting to fall out boy Song Jimmy eat low sodium world because Jimmy has High Cholesterol. All time low testosterone Im done... Those are my best jokes. Here's some bad ones. Woodstock was wild. Why would anyone keep the water they used to boil wood? World Hungary United Nations said they had a $6 billion plan to end World Hunger. Here is how dumb the UN is... Their ""plan"" was to send Turkey military funding to conquer Hungary If you want it Deep fried gotta go to greece This is my worst joke ever. Just so you know, My mom fucking HATES it. 7 years ago my dog died, my wife left me, and the house I grew up in burned down with my father inside. The preds nearly won the stanley cup that year, so highs and lows, ya know? Some of my clothes survived but the scent of house fire never goes away. When I moved into my new apartment my roommate said, ""Dang, dude, your clothes smell like cigarettes."" and I said, ""Nahhh.... Just... one cigarette."" Please laugh. lol He was 76 when he died. He smoked and drank since he was 13, fought in Vietnam, 3 quadruple bypass surgeries, Pancreatitis, and addicted to painkillers... he was taking morphine to sleep and never even had a song crack the billboard hot 100. No Grammy's. Not even an MTV music award. One 4th of July we threw a party with some fireworks my cousin got from Guatemala. Louder than snoop dogg at 4:21. Shook the ground, set off car alarms, until our shell-shocked neighbor got Vietnam flashbacks and pointed a loaded gun at my Dad's chest. You know what Dad said? ""Shoot me, Mother Fucker! I'm Bullet Proof!!!"" He was drunker than a yodeler at ocktoberfest, but that was awesome! My mom absoultely hated it! For 10 years I watched his health slowly decline. I drove him all his appointments. One day he saw a woman with short legs walking into the hospital and asked me, ""Do you think she's got a case against the city?"" I said, ""For what?"" ""...For building the sidewalk too close to her ass."" I know!!? I laughed so hard I cried. One time I asked Dad if he wanted to be put in hospice or an assisted living home if he got too sick. He said ""No... I'm gonna die in this house."" Which was sad... because I was hoping he would move to the villages in Florida. Sure, They have the highest rate of Chlamydia in the country from all the senior citizen swingers parties, but they have like 30 pickle ball courts. Have you played pickleball? It's gonna be an Olympic sport. When Dad realized the house was on fire he got my Mom and the animals out of the house. He didnt make it out. He died in that house. The house was built in the 1950s and was falling apart inside and out. The insurance settlement gave mom a brand new house and and half a milion dollars for personal property. Can you believe my parents owned 23 brand new 75 inch 8K TV's? Farm Beaureau Insurance believed it so lets not drop it. I'm not sad about losing my Dad. Death is a part of life, and it's not even the worst part! The worst part is Middle School... obviously. That year I started doing standup as a creative outlet to cope. So if you liked my set you can thank... FIRE! This TERRIBLE joke isn't meant to disrespect my dad or make light of a tragedy. He literally gave everything he had for us. It is meant to honor him, I know he would be laughing if he were here. But My mom fucken HATES it. Thank I love y'all."
